X,Y,OBJECTID,APPLICATION_NUMBER,STREET_NUMBER,STREET_NAME,POSTAL_CODE,APP_SUBMITTED_DATE,APP_STATUS,DECISION_DATE,APPEALED,THIRD_PARTY_APPEAL,APPEAL_TYPE,APPEAL_DATE,APPEAL_DECISION_DATE,SE_ANNO_CAD_DATA
590911.938720073,4790900.94883607,31,HM/A-22:395,29,MAGILL ST  HAMILTON,L8S 2Y4,2022/12/07 05:00:00+00,Variance Granted,2023/02/02 05:00:00+00,No,No,,,,
590253.949878135,4790290.45960785,32,HM/A-22:396,70,NEW ST  HAMILTON,L8P 4J4,2022/12/09 05:00:00+00,Variance Granted,2023/02/02 05:00:00+00,No,No,,,,
590548.042550411,4786576.97041094,33,HM/A-22:397,60,CALEDON AVE  HAMILTON,L9C 3C6,2022/12/09 05:00:00+00,Variance Granted,2023/01/19 05:00:00+00,No,No,,,,
575638.217374821,4786128.87286404,34,AN/A-22:398,1584,POWER LINE RD W ANCASTER,L9G 2B9,2022/12/09 05:00:00+00,Variance Granted,2023/02/02 05:00:00+00,No,No,,,,
575494.08050593,4786084.16073053,35,AN/A-22:399,1650,POWER LINE RD W ANCASTER,L9G 2B9,2022/12/09 05:00:00+00,Variance Granted,2023/02/02 05:00:00+00,No,No,,,,
590445.949652083,4787137.37038265,36,FL/A-22:400,414,5TH CON RD E FLAMBOROUGH,L0R 2H0,2022/12/09 05:00:00+00,Variance Granted,2023/02/02 05:00:00+00,No,No,,,,
597528.629771952,4788655.43060426,37,HM/A-22:401,248,PALING AVE  HAMILTON,L8H 5J8,2022/12/13 05:00:00+00,Variance Granted,2023/02/02 05:00:00+00,No,No,,,,
592279.255312174,4785596.69992088,38,HM/A-22:402,999,UPPER WENTWORTH ST  HAMILTON,L9A 4X5,2022/12/14 05:00:00+00,Variance Granted,2023/02/02 05:00:00+00,No,No,,,,
598372.969411201,4792989.08450697,39,HM/A-22:403,3,NORTH PARK AVE  HAMILTON,L8H 7G7,2022/12/19 05:00:00+00,Variance Granted,2023/02/02 05:00:00+00,No,No,,,,
593635.129676855,4789303.89030538,40,HM/A-22:409,65,AIKMAN AVE  HAMILTON,L8M 1P8,2022/12/19 05:00:00+00,Variance Granted,2023/02/02 05:00:00+00,No,No,,,,
590328.449414858,4790251.9204842,41,HM/A-22:404,428,MAIN ST W HAMILTON,L8P 1K6,2022/12/20 05:00:00+00,Variance Granted,2023/02/02 05:00:00+00,No,No,,,,
587229.121359758,4783365.71531149,42,GL/A-22:405,9788,TWENTY RD W GLANBROOK,L0R 1W0,2022/12/20 05:00:00+00,Variance Granted,2023/02/02 05:00:00+00,No,No,,,,
597656.125342058,4782528.94116608,43,SC/A-22:406,110,GORDON DRUMMOND   STONEY CREEK,L8J 1P5,2022/12/20 05:00:00+00,Variance Granted,2023/02/02 05:00:00+00,No,No,,,,
594741.969389433,4782211.25482562,44,HM/A-22:407,172,DARTNALL RD  HAMILTON,L8W 3N1,2022/12/20 05:00:00+00,Variance Granted,2023/02/02 05:00:00+00,No,No,,,,
593907.399680755,4788535.63072949,45,HM/A-22:410,198,CUMBERLAND AVE  HAMILTON,L8M 1Z6,2022/12/21 05:00:00+00,Variance Granted,2023/02/02 05:00:00+00,No,No,,,,
608941.042379632,4786449.33585677,46,SC/A-22:413,1097,NORTH SERVICE RD  STONEY CREEK,L8E 5E1,2022/12/23 05:00:00+00,Variance Granted,2023/02/16 05:00:00+00,No,No,,,,
582599.130061097,4784582.62039282,47,AN/A-22:415,312,MAPLEDENE DR  ANCASTER,L9G 2K1,2022/12/23 05:00:00+00,Variance Granted,2023/02/16 05:00:00+00,No,No,,,,
585446.579064849,4785388.11483556,48,AN/A-23:01,262,SPRINGBROOK AVE  ANCASTER,L9G 3K9,2023/01/04 05:00:00+00,Variance Granted,2023/02/16 05:00:00+00,No,No,,,,
596623.62951069,4787305.70023765,49,HM/A-23:02,1821,KING ST E HAMILTON,L8K 1V8,2023/01/09 05:00:00+00,Variance Granted,2023/03/30 04:00:00+00,No,No,,,,
598642.029632408,4792466.89982273,50,HM/A-23:03,8,CLARE AVE  HAMILTON,,2023/01/10 05:00:00+00,Variance Granted,2023/04/06 04:00:00+00,No,No,,,,
589554.889315633,4790485.22979482,51,HM/A-23:04,769,KING ST W HAMILTON,L8S 1J9,2023/01/10 05:00:00+00,Variance Granted,2023/02/16 05:00:00+00,No,No,,,,
591999.119532141,4789352.26069122,52,HM/A-23:05,99,AUGUSTA ST  HAMILTON,L8H 7E1,2023/01/13 05:00:00+00,Variance Granted,2023/02/16 05:00:00+00,No,No,,,,
600007.379937123,4786767.72031834,53,HM/A-23:06,49,GREENFORD DR  HAMILTON,L8G 2G5,2023/01/17 05:00:00+00,Variance Granted,2023/05/18 04:00:00+00,No,No,,,,
590394.938755597,4800333.29964349,54,FL/A-23:08,138,MCMONIES DR  FLAMBOROUGH,L8B 0A6,2023/01/17 05:00:00+00,,,No,No,,,,
584650.827999123,4790979.96271403,55,DN/A-23:07,6,SYDENHAM ST  DUNDAS,L9H 2T6,2023/01/17 05:00:00+00,Variance Granted,2023/02/16 05:00:00+00,No,No,,,,
594632.419676977,4788551.37035769,56,HM/A-23:14,205,PROSPECT ST S HAMILTON,L8M 2Z6,2023/01/17 05:00:00+00,,,No,No,,,,
610149.099841293,4784665.25075803,57,SC/A-23:57,1352,HWY 8   STONEY CREEK,L8E 5K6,2023/03/03 05:00:00+00,,,No,No,,,,
593081.169691298,4785155.93020876,58,HM/A-23:10,180,LAWNHURST DR  HAMILTON,L8V 4P2,2023/01/18 05:00:00+00,Appealed,2023/02/16 05:00:00+00,Yes,,Appeal of Decision -  Subsection 45(12),2023/03/15 18:42:59+00,,
590903.019364785,4799146.80358188,59,FL/A-23:09,162,HUMPHREY ST  FLAMBOROUGH,L0R 2H7,2023/01/18 05:00:00+00,Variance Granted,2023/02/16 05:00:00+00,No,No,,,,
592286.334392763,4791597.62005752,60,HM/A-23:11,553,JAMES ST N HAMILTON,L8L 1J6,2023/01/19 05:00:00+00,Variance Granted,2023/02/16 05:00:00+00,No,No,,,,
586736.06990116,4790007.86077744,61,HM/A-23:12,10,WEST PARK AVE  HAMILTON,L8S 3M4,2023/01/23 15:39:45+00,,,No,No,,,,
585646.776605908,4787277.09894405,62,AN/A-23:13,971,OLD MOHAWK RD  ANCASTER,L9G 3K9,2023/01/26 05:00:00+00,Variance Granted,2023/03/09 05:00:00+00,No,No,,,,
597112.379568697,4774921.91029045,63,GL/A-23:16,3033,BINBROOK RD  GLANBROOK,L0R 1C0,2023/01/27 05:00:00+00,Variance Granted,2023/05/18 04:00:00+00,No,No,,,,
592893.569399053,4777808.7906464,64,GL/A-23:15,1739,NEBO RD  GLANBROOK,L0R 1W0,2023/01/27 05:00:00+00,Variance Granted,2023/03/09 05:00:00+00,No,No,,,,
584294.50018606,4791339.99965164,65,DN/A-23:17,116,VICTORIA ST  DUNDAS,L9H 2C3,2023/02/01 05:00:00+00,Variance Granted,2023/03/09 05:00:00+00,No,No,,,,
591139.57021737,4789857.47071997,66,HM/A-23:19,163,JACKSON ST W HAMILTON,L8P 0A8,2023/02/02 05:00:00+00,Variance Granted,2023/03/09 05:00:00+00,No,No,,,,
583569.480535726,4786753.34033099,67,AN/A-23:21,112,ACADEMY ST  ANCASTER,L9G 2Y1,2023/02/06 05:00:00+00,Appealed,2023/03/09 05:00:00+00,Yes,,Appeal of Decision -  Subsection 45(12),2023/03/29 12:32:35+00,,
595700.57938904,4788552.89062514,68,HM/A-23:22,58,BALMORAL AVE N HAMILTON,L8L 7R4,2023/02/06 05:00:00+00,Variance Granted,2023/03/09 05:00:00+00,No,No,,,,
589125.279605345,4787346.69026107,69,HM/A-23:23,205,SANATORIUM RD  HAMILTON,L9C 1Z4,2023/02/06 05:00:00+00,Variance Granted,2023/03/09 05:00:00+00,No,No,,,,
596832.33941235,4789681.95047767,70,HM/A-23:20,153,MCANULTY BLVD  HAMILTON,L8H 3H7,2023/02/06 05:00:00+00,Withdrawn,,No,No,,,,
583339.090571766,4786315.97064589,71,AN/A-23:26,336,CLARENDON DR  ANCASTER,L9G 2Y8,2023/02/07 05:00:00+00,Variance Granted,2023/03/30 04:00:00+00,No,No,,,,
588053.097815152,4778270.49516148,72,GL/A-23:25,3334,HOMESTEAD DR  GLANBROOK,L0R 1W0,2023/02/07 05:00:00+00,Variance Granted,2023/02/08 21:44:37+00,No,No,,,,
577683.250099629,4783048.54038659,73,AN/A-23:24,424,HIGHWAY NO. 52  S ANCASTER,L0R 1R0,2023/02/08 05:00:00+00,,,No,No,,,,
589485.939111717,4798711.2783272,74,FL/A-23:27,118,MAIN ST N FLAMBOROUGH,L0R 2H0,2023/02/13 05:00:00+00,,,No,No,,,,
609871.579591501,4785657.78066562,75,SC/A-23:28,394,WINONA RD  STONEY CREEK,L8E 5E4,2023/02/13 05:00:00+00,,,No,No,,,,
605735.953144686,4781963.49550527,76,SC/A-23:29,743,GREEN MOUNTAIN RD E STONEY CREEK,L8J 2Z8,2023/02/14 05:00:00+00,Variance Granted,2023/03/30 04:00:00+00,No,No,,,,
592966.549397295,4789118.22028964,77,HM/A-23:30,88,TISDALE ST S HAMILTON,L8N 2W2,2023/02/14 05:00:00+00,Variance Granted,2023/03/30 04:00:00+00,No,No,,,,
589172.749398596,4797556.82971047,78,FL/A-23:31,4,TRISTAN CRT  FLAMBOROUGH,L9H 7G7,2023/02/14 05:00:00+00,Variance Granted,2023/03/30 04:00:00+00,No,No,,,,
592223.379692792,4791582.93967054,79,HM/A-23:32,21,WOOD ST W HAMILTON,L8L 1E9,2023/02/15 05:00:00+00,Variance Granted,2023/03/30 04:00:00+00,No,No,,,,
588435.099897856,4787047.53081524,80,HM/A-23:33,8,WALL ST  HAMILTON,L9C 2R7,2023/02/16 05:00:00+00,Variance Granted,2023/03/30 04:00:00+00,No,No,,,,
600797.369928044,4785823.32060388,81,SC/A-23:34,1,BRANDOW CRT  STONEY CREEK,L8G 1V2,2023/02/16 05:00:00+00,Variance Granted,2023/03/30 04:00:00+00,No,No,,,,
594714.199922196,4789752.90027117,82,HM/A-23:35,6,EDWARD ST  HAMILTON,L8L 2V4,2023/02/21 05:00:00+00,Variance Granted,2023/04/06 04:00:00+00,No,No,,,,
576809.380477807,4788335.47088766,83,AN/A-23:36,2004,GOVERNOR'S RD  ANCASTER,L9H 6L6,2023/02/22 05:00:00+00,Variance Granted,2023/03/30 04:00:00+00,No,No,,,,
579129.400286846,4799341.7297815,84,FL/A-23:38,854,CONCESSION 6  W FLAMBOROUGH,L8B 1N4,2023/02/22 05:00:00+00,Variance Granted,2023/03/30 04:00:00+00,No,No,,,,
594165.979698017,4791276.87978323,85,HM/A-23:39,113,HILLYARD ST  HAMILTON,L8L 6B4,2023/02/22 05:00:00+00,Variance Granted,2023/03/30 04:00:00+00,No,No,,,,
600122.236390179,4785906.96827442,86,SC/A-23:43,100,KING ST W STONEY CREEK,L8G 1J1,2023/02/22 05:00:00+00,Variance Granted,2023/03/30 04:00:00+00,No,No,,,,
582924.909985202,4804691.17011168,87,FL/A-23:37,1417,CENTRE RD  FLAMBOROUGH,L8N 2Z7,2023/02/22 05:00:00+00,Variance Granted,2023/03/30 04:00:00+00,No,No,,,,
583064.047793166,4786285.89814582,88,AN/A-23:40,280,WILSON ST E ANCASTER,L9G 2B8,2023/02/27 05:00:00+00,Variance Granted,2023/03/30 04:00:00+00,No,No,,,,
570303.772286813,4782818.80433608,89,AN/A-23:41,3236,JERSEYVILLE RD W ANCASTER,L9G 3L5,2023/02/27 05:00:00+00,Variance Granted,2023/03/30 04:00:00+00,No,No,,,,
598467.879951809,4793045.87963714,90,HM/A-23:42,755,BEACH BLVD  HAMILTON,L8H 6Y5,2023/02/27 05:00:00+00,Variance Granted,2023/03/30 04:00:00+00,No,No,,,,
567599.130137799,4783949.96026713,91,AN/A-23:45,548,WEIR RD  ANCASTER,L9H 5E3,2023/02/28 05:00:00+00,Variance Granted,2023/03/30 04:00:00+00,No,No,,,,
588227.45978007,4789774.73032396,92,HM/A-23:44,162,HADDON AVE S HAMILTON,L8S 1Y1,2023/03/01 05:00:00+00,Variance Granted,2023/03/30 04:00:00+00,No,No,,,,
592025.699684969,4787724.65064363,93,HM/A-23:46,238,EAST 11TH ST  HAMILTON,L9A 3T3,2023/03/01 05:00:00+00,Variance Granted,2023/03/30 04:00:00+00,No,No,,,,
584491.940397038,4790697.72969343,94,DN/A-23:50,13,HOPE ST  DUNDAS,L9H 2M2,2023/03/01 05:00:00+00,Withdrawn,,No,No,,,,
594262.61951775,4788490.86033427,95,HM/A-23:47,78,NORWAY AVE  HAMILTON,L8M 2V7,2023/03/03 05:00:00+00,Variance Granted,2023/04/06 04:00:00+00,No,No,,,,
582051.670231999,4784824.67030915,96,AN/A-23:51,107,CUMMING CRT  ANCASTER,L9G 1V5,2023/03/03 05:00:00+00,Variance Granted,2023/04/06 04:00:00+00,No,No,,,,
585211.898335492,4791849.56409196,97,DN/A-23:52,21,MCKAY CRT  DUNDAS,L9H 6P1,2023/03/03 05:00:00+00,Variance Granted,2023/04/06 04:00:00+00,No,No,,,,
590551.429639019,4790943.53986128,98,HM/A-23:55,18,TOM ST  HAMILTON,L8R 1X3,2023/03/03 05:00:00+00,,,No,No,,,,
580906.206198505,4783767.00957834,99,AN/A-23:53,3,BLACKSMITH CRT  ANCASTER,L9G 5C8,2023/03/04 05:00:00+00,Variance Granted,2023/04/06 04:00:00+00,No,No,,,,
580978.649039473,4791591.86986098,100,FL/A-23:54,9,HERBERT PL  FLAMBOROUGH,L9H 5E1,2023/03/06 05:00:00+00,Variance Granted,2023/04/06 04:00:00+00,No,No,,,,
590477.069694526,4790811.00014633,101,HM/A-23:48,139,FLORENCE ST  HAMILTON,L8R 1X1,2023/03/06 05:00:00+00,Withdrawn,,No,No,,,,
600789.96993192,4776084.25080071,102,GL/A-23:49,1360,GUYATT RD  GLANBROOK,L0R 1C0,2023/03/07 05:00:00+00,Variance Granted,2023/04/20 04:00:00+00,No,No,,,,
592766.359988245,4789191.53031301,103,HM/A-23:58,106,EAST AVE S HAMILTON,L8L 5H7,2023/03/08 05:00:00+00,Variance Granted,2023/04/20 04:00:00+00,No,No,,,,
609638.956314588,4786409.33709467,104,SC/A-23:56,12,SHADOWDALE DR  STONEY CREEK,L8E 5Z4,2023/03/08 05:00:00+00,,,No,No,,,,
593138.852360206,4789731.32878193,105,HM/A-23:59,65,TISDALE ST N HAMILTON,L8L 5M4,2023/03/10 05:00:00+00,Variance Granted,2023/04/20 04:00:00+00,No,No,,,,
586643.535425468,4787272.02303767,106,AN/A-23:60,1261,MOHAWK RD  ANCASTER,L9G 3K9,2023/03/10 05:00:00+00,Variance Granted,2023/04/20 04:00:00+00,No,No,,,,
568280.870207808,4801074.40965173,107,FL/A-23:62,1566,KIRKWALL RD  FLAMBOROUGH,L9H 5E1,2023/03/13 04:00:00+00,Variance Granted,2023/04/20 04:00:00+00,No,No,,,,
581357.915502331,4793366.16956571,108,FL/A-23:61,430,OLD BROCK RD  FLAMBOROUGH,L9H 5H8,2023/03/14 04:00:00+00,Withdrawn,,No,No,,,,
591234.419826817,4788974.76042943,109,HM/A-23:64,18,CHILTON PL  HAMILTON,L8P 3G6,2023/03/15 04:00:00+00,,,No,No,,,,
583041.21030756,4790092.89044216,110,DN/A-23:63,17,CREEKWOOD PL  DUNDAS,L9H 6S8,2023/03/15 04:00:00+00,Withdrawn,,No,No,,,,
595628.959836866,4781032.15048818,111,GL/A-23:65,280,TRINITY CHURCH RD  GLANBROOK,L0R 1P0,2023/03/16 04:00:00+00,,,No,No,,,,
592045.899656318,4789238.9905246,112,HM/A-23:66,125,YOUNG ST  HAMILTON,L8N 1V5,2023/03/20 04:00:00+00,Variance Granted,2023/06/01 04:00:00+00,No,No,,,,
584616.24001063,4798864.9099641,113,FL/A-23:67,18,BINKLEY CRT  FLAMBOROUGH,L8S 3L7,2023/03/21 04:00:00+00,,,No,No,,,,
588103.37740897,4778197.6013455,114,GL/A-23:68,3345,HOMESTEAD DR  GLANBROOK,L0R 1W0,2023/03/21 04:00:00+00,Variance Granted,2023/05/04 04:00:00+00,No,No,,,,
588097.301685026,4778175.05236352,115,GL/A-23:69,3353,HOMESTEAD DR  GLANBROOK,L0R 1W0,2023/03/21 04:00:00+00,Variance Granted,2023/05/04 04:00:00+00,No,No,,,,
591998.00983948,4790726.35960298,116,HM/A-23:70,275,JAMES ST N HAMILTON,L8R 2L4,2023/03/22 04:00:00+00,Variance Granted,2023/05/04 04:00:00+00,No,No,,,,
598584.649636534,4782446.45038731,117,SC/A-23:71,21,DOLMAN ST  STONEY CREEK,L8J 2P3,2023/03/22 04:00:00+00,Variance Granted,2023/05/04 04:00:00+00,No,No,,,,
593670.975429423,4781108.97344434,118,GL/A-23:72,14,AMBITIOUS CRT  GLANBROOK,L0R 1P0,2023/03/23 04:00:00+00,,,No,No,,,,
598540.099637978,4792661.26976235,119,HM/A-23:73,8,GRAFTON AVE  HAMILTON,L8H 7E7,2023/03/23 04:00:00+00,Withdrawn,,No,No,,,,
583889.000298611,4790901.96995068,120,DN/A-23:75,245,MILL ST  DUNDAS,L9H 2L6,2023/03/24 04:00:00+00,Appealed,2023/05/04 04:00:00+00,Yes,,Appeal of Decision -  Subsection 45(12),2023/05/24 19:47:52+00,,
589105.699944933,4790861.51993103,121,HM/A-23:74,19,KIPLING RD  HAMILTON,L8S 3X2,2023/03/24 04:00:00+00,Variance Granted,2023/05/04 04:00:00+00,No,No,,,,
593435.308025252,4781441.15415622,122,GL/A-23:76,6140,TWENTY RD E GLANBROOK,L9B 2J6,2023/03/24 04:00:00+00,Variance Granted,2023/05/04 04:00:00+00,No,No,,,,
590782.899570241,4786247.68070352,123,HM/A-23:77,17,VICTOR BLVD  HAMILTON,L9A 2V4,2023/03/24 04:00:00+00,Variance Granted,2023/05/04 04:00:00+00,No,No,,,,
585656.540241713,4791345.02982625,124,DN/A-23:78,27,CONCORD AVE  DUNDAS,L9H 1R6,2023/03/24 04:00:00+00,Variance Granted,2023/05/04 04:00:00+00,No,No,,,,
596940.789663406,4788126.86231862,125,HM/A-23:79,1491,MAIN ST E HAMILTON,L8K 1E1,2023/03/24 04:00:00+00,Variance Granted,2023/05/04 04:00:00+00,No,No,,,,
567292.140285241,4785285.81583158,126,FL/A-23:80,893,WEIR RD  FLAMBOROUGH,L0R 1T0,2023/03/31 04:00:00+00,Variance Granted,2023/05/04 04:00:00+00,No,No,,,,
588505.089450295,4790645.17991538,127,HM/A-23:81,122,DROMORE CRES  HAMILTON,L8S 4B2,2023/03/31 04:00:00+00,Variance Granted,2023/05/04 04:00:00+00,No,No,,,,
607959.226098801,4786041.98440392,128,SC/A-23:18,967,ARVIN AVE  STONEY CREEK,L8E 5P1,2023/02/02 05:00:00+00,Variance Granted,2023/03/09 05:00:00+00,No,No,,,,
583772.431135295,4801362.61134639,129,FL/A-22:370,99,7TH CON RD E FLAMBOROUGH,L8B 1T3,2022/11/14 05:00:00+00,Variance Granted,2023/01/19 05:00:00+00,No,No,,,,
